序号,名  称,一级分类编码,二级分类编码,食部(%),水分(g),能量（千卡）,能量（千焦）,蛋白质(g),脂肪(g),碳水化物(g),膳食纤维(g),胆固醇(mg),灰分(g),维生素A(μgRE),硫胺素(mg),核黄素(mg),维生素B6(mg),维生素B12(mg),叶酸(ug),烟碱(mg),维生素C(mg),维生素E(mg),钙(mg),磷(mg),钾(mg),钠(mg),镁(mg),铁(mg),锌(mg),硒(mg),铜(mg),锰(mg),碘(mg),胡萝卜素(μg),视黄醇(μg),尼克酸/烟酸(mg),α-维生素E(mg)
928,牛肉（后腿）,82,82103,100,74.9,106,444,20.9,2.0,1.1,0.0,74,1.1,3.0,0.04,0.14,0.0,0.0,0.0,0.0,0.0,0.97,5,210.0,197,45.4,21,3.3,4.07,4.96,0.11,0.02,0,0,3.0,6.1,0.87
929,牛肉（后腱）,82,82104,94,75.6,98,410,20.1,1.0,2.2,0.0,54,1.1,3.0,0.03,0.15,0.0,0.0,0.0,0.0,0.0,0.78,5,195.0,182,85.3,20,4.2,3.93,3.82,0.1,0.04,0,0,3.0,4.8,0.78
930,牛肉（里脊）,82,82105,100,73.2,107,448,22.2,0.9,2.4,0.0,63,1.3,4.0,0.05,0.15,0.0,0.0,0.0,0.0,0.0,0.8,3,241.0,140,75.1,29,4.4,6.92,2.76,0.11,0.0,0,0,4.0,7.2,0.7
931,牛肉（前腿）,82,82106,100,74.9,105,439,19.2,1.8,2.9,0.0,71,1.2,3.0,0.04,0.16,0.0,0.0,0.0,0.0,0.0,0.67,5,181.0,176,69.9,20,2.8,4.5,3.51,0.11,0.05,0,0,3.0,4.9,0.67
932,牛肉（前腱）,82,82107,95,72.2,113,473,20.3,1.3,5.1,0.0,80,1.1,2.0,0.04,0.18,0.0,0.0,0.0,0.0,0.0,0.38,5,181.0,182,83.1,22,3.2,7.61,4.97,0.11,0.0,0,0,2.0,5.0,0.38
933,牛肉（瘦）,82,82108,100,73.7,106,444,20.2,2.3,1.2,0.0,58,1.1,6.0,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.35,9,172.0,284,53.6,21,2.8,3.71,10.55,0.16,0.04,0,0,6.0,6.3,0.35
934,牛蹄筋,82,82109,100,62.0,151,632,34.1,0.5,2.6,0.0,0,0.8,0.0,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.0,5,150.0,23,153.6,10,3.2,0.81,1.7,0.0,0.0,0,0,0.0,0.7,0.0
935,牛蹄筋（泡发）,82,82110,100,93.6,25,105,6.0,0.02,0.2,0.0,10,0.2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5.0,1,81.0,3,2.3,0.73,5.1,0.19,0.0,0,0,5.0,0.0,0.0
936,牛肉（背部肉）[上脑],82,82111,100,66.4,193,806,17.4,12.4,3.0,0.0,56,0.8,0.0,0.04,0.08,0.0,0.0,0.0,2.28,0.0,0.17,0,0.0,0,0.0,0,0.7,4.65,1.84,0.01,0.0,0,0,0.0,0.0,0.17
937,牛肉（里脊肉）[牛柳],82,82112,100,72.0,134,564,22.3,5.0,0.0,0.0,44,1.1,0.0,0.04,0.1,0.0,0.0,0.0,6.24,0.0,0.0,3,241.0,140,75.1,29,0.4,4.73,3.57,0.01,0.0,0,0,0.0,0.0,0.0
938,牛肉（臀部肉）[紫盖、白板],82,82113,100,72.8,117,496,22.6,2.6,0.9,0.0,22,1.1,0.0,0.05,0.09,0.0,0.0,0.0,4.86,0.0,0.0,2,159.0,325,40.2,22,1.4,5.48,3.63,0.01,0.02,0,0,0.0,0.0,0.0
939,牛肉（肩部肉）[肩肉],82,82114,100,53.3,342,1413,14.1,31.7,0.0,0.0,51,0.9,1.0,0.02,0.06,0.0,0.0,0.0,1.66,0.0,0.19,0,0.0,0,0.0,0,0.5,2.59,2.32,0.01,0.0,0,0,1.0,0.0,0.19
940,牛肉（胸部肉）[牛楠],82,82115,100,58.8,326,1348,16.6,28.8,0.0,0.0,56,0.8,0.0,0.02,0.09,0.0,0.0,0.0,1.9,0.0,0.23,0,0.0,0,0.0,0,0.7,4.55,1.75,0.01,0.0,0,0,0.0,0.0,0.23
941,牛肉（腹部肉）[牛楠],82,82116,100,57.6,332,1375,17.1,29.3,0.0,0.0,44,1.0,0.0,0.02,0.06,0.0,0.0,0.0,2.2,0.0,0.0,0,0.0,0,0.0,0,0.6,2.69,3.2,0.01,0.0,0,0,0.0,0.0,0.0
942,牛肉（膝圆肉）[和尚头],82,82117,100,74.6,106,449,22.4,1.8,0.1,0.0,43,1.1,0.0,0.04,1.0,0.0,0.0,0.0,3.44,0.0,0.0,1,154.0,316,43.5,21,1.2,4.82,3.06,0.01,0.02,0,0,0.0,0.0,0.0
943,牛肉（股内肉）[针扒、米龙、黄瓜条],82,82118,100,72.5,119,502,22.8,2.9,0.4,0.0,74,1.4,0.0,0.04,0.08,0.0,0.0,0.0,4.82,0.0,0.0,2,141.0,275,37.8,20,0.0,4.81,2.98,0.01,0.02,0,0,0.0,0.0,0.0
944,牛肉（小腿肉）[牛展、牛腱子],82,82119,100,73.4,122,513,23.0,3.3,0.0,0.0,61,1.0,0.0,0.03,0.13,0.0,0.0,0.0,3.69,0.0,0.0,5,181.0,182,83.1,22,0.3,5.07,2.54,0.01,0.0,0,0,0.0,0.0,0.0
945,牦牛肉,82,82120,100,70.9,119,502,23.1,1.4,3.4,0.0,63,1.2,1.0,0.05,0.22,0.0,0.0,0.0,4.44,0.0,0.68,28,208.0,37,25.8,26,3.6,3.45,0.98,0.13,0.08,0,0,1.0,0.0,0.58
946,牦牛牛腱肉（冻，鲜）,82,82121,100,74.9,100,424,21.2,0.8,2.0,0.0,58,1.1,0.0,0.08,0.23,0.0,0.0,0.0,3.03,0.0,0.34,9,207.0,38,39.1,28,3.0,4.37,0.99,0.01,0.08,0,0,0.0,0.0,0.21
947,牦牛牛霖肉（冻，鲜）,82,82122,100,72.6,110,465,22.5,1.0,2.7,0.0,58,1.2,0.0,0.05,0.22,0.0,0.0,0.0,5.52,0.0,0.54,8,230.0,42,30.3,30,4.0,4.28,0.94,0.01,0.04,0,0,0.0,0.0,0.43
948,牛鞭（泡发）,82,82201,100,71.8,117,496,27.2,0.9,0.0,0.0,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,18.0,4,32.0,9,3.0,1.05,2.03,0.01,0.02,0,0,0.0,0.0,0.0
949,牛大肠,82,82202,100,85.9,66,279,11.0,2.3,0.4,0.0,124,0.4,0.0,0.03,0.08,0.0,0.0,0.0,0.0,0.0,0.0,12,102.0,55,28.0,0,2.0,1.05,10.94,0.03,0.0,0,0,0.0,1.2,0.0
950,牛肚,82,82203,100,83.4,72,306,14.5,1.6,0.0,0.0,104,0.6,2.0,0.03,0.13,0.0,0.0,0.0,0.0,0.0,0.51,40,104.0,162,60.6,17,1.8,2.31,9.07,0.07,0.21,0,0,2.0,2.5,0.51
951,牛肺,82,82204,100,78.6,95,399,16.5,2.5,1.5,0.0,306,0.9,12.0,0.04,0.21,0.0,0.0,0.0,0.0,13.0,0.34,8,269.0,197,154.8,14,11.7,2.67,13.61,0.22,0.16,0,0,12.0,3.4,0.34
952,牛肝,82,82205,100,68.7,139,586,19.8,3.9,6.2,0.0,297,1.4,20220.0,0.16,1.3,0.0,0.0,0.0,0.0,9.0,0.13,4,252.0,185,45.0,22,6.6,5.01,11.99,1.34,0.37,0,0,20220.0,11.9,0.13
953,牛脑,82,82206,100,75.1,149,621,12.5,11.0,0.1,0.0,2447,1.3,0.0,0.15,0.25,0.0,0.0,0.0,0.0,0.0,0.0,6,435.0,300,185.6,20,4.7,4.69,20.34,0.28,0.08,0,0,0.0,4.0,0.0
954,牛舌,82,82207,100,66.7,196,815,17.0,13.3,2.0,0.0,92,1.0,8.0,0.1,0.16,0.0,0.0,0.0,0.0,0.0,0.55,6,151.0,236,58.4,18,3.1,3.39,13.84,0.09,0.03,0,0,8.0,3.6,0.0
955,牛肾,82,82208,89,78.3,94,398,15.6,2.4,2.6,0.0,295,1.1,88.0,0.24,0.85,0.0,0.0,0.0,0.0,0.0,0.19,8,214.0,190,180.8,13,9.4,2.17,70.25,0.16,0.06,0,0,88.0,7.7,0.0
956,牛心,82,82209,100,77.2,106,444,15.4,3.5,3.1,0.0,115,0.8,17.0,0.26,0.39,0.0,0.0,0.0,0.0,5.0,0.19,4,178.0,282,47.9,25,5.9,2.41,14.8,0.37,0.06,0,0,17.0,6.8,0.19
957,牛百叶（黑）,82,82210,100,85.6,70,295,13.2,1.9,0.0,0.0,71,0.4,0.0,0.05,0.22,0.0,0.0,0.0,0.0,0.0,0.0,40,104.0,162,60.6,17,2.1,7.03,3.8,0.01,0.04,0,0,0.0,0.0,0.0
958,酱牛肉,82,82301,100,50.7,246,1029,31.4,11.9,3.2,0.0,76,2.8,11.0,0.05,0.22,0.0,0.0,0.0,0.0,0.0,1.25,20,178.0,148,869.2,27,4.0,7.12,4.35,0.14,0.25,0,0,11.0,4.4,0.99
959,煨牛肉（罐头）,82,82302,100,70.1,166,693,16.7,11.0,0.1,0.0,84,2.1,0.0,0.04,0.09,0.0,0.0,0.0,0.0,0.0,1.22,66,82.0,95,609.4,17,2.7,4.5,4.7,0.08,0.13,0,0,0.0,6.5,1.22
960,牛肉干,82,82303,100,9.3,550,2288,45.6,40.0,1.9,0.0,120,3.2,0.0,0.06,0.26,0.0,0.0,0.0,0.0,0.0,0.0,43,464.0,510,412.4,107,15.6,7.26,9.8,0.29,0.19,0,0,0.0,15.2,0.0
961,咖哩牛肉干,82,82304,100,13.3,326,1382,45.9,2.7,29.5,0.0,116,8.6,86.0,0.01,0.27,0.0,0.0,0.0,0.0,0.0,15.33,65,289.0,576,2075.0,26,18.3,7.6,5.2,0.25,0.54,0,0,86.0,6.1,1.45
962,牛肉松,82,82305,100,2.7,445,1871,8.2,15.7,67.7,0.0,169,5.7,90.0,0.04,0.11,0.0,0.0,0.0,0.0,0.0,18.24,76,74.0,128,1945.7,52,4.6,0.55,2.66,0.05,0.83,0,0,90.0,0.9,1.95
963,牛蹄筋（熟）,82,82306,100,64.0,147,622,35.2,0.6,0.1,0.0,51,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,22.0,48,99.3,8,1.7,0.99,4.35,0.04,0.04,0,0,0.0,0.0,0.0
964,牛肉（酱，五香）,82,82307,100,55.5,229,960,33.2,10.7,0.0,0.0,41,2.1,0.0,0.02,0.12,0.0,0.0,0.0,5.33,0.0,1.41,11,163.0,327,926.0,18,3.1,13.6,9.96,0.15,0.21,0,0,0.0,0.0,1.18
965,牛肉（清香）,82,82308,100,63.6,200,835,25.8,10.7,0.0,0.0,39,3.7,0.0,0.02,0.09,0.0,0.0,0.0,7.22,0.0,0.32,5,227.0,217,935.0,6,2.6,8.08,15.36,0.08,0.02,0,0,0.0,0.0,0.32
966,牛腱子,82,82309,100,53.9,205,863,35.6,5.5,3.2,0.0,47,1.8,0.0,0.03,0.14,0.0,0.0,0.0,0.0,0.0,0.37,9,160.0,229,880.4,18,6.0,8.82,2.97,0.12,0.11,0,0,0.0,0.0,0.37
967,牛肉干（长富牌）,82,82310,100,14.6,342,1447,41.8,3.2,32.2,0.0,0,6.3,0.0,0.29,0.14,0.0,0.0,0.0,4.81,0.0,0.0,34,183.0,112,1529.0,31,10.0,5.51,25.64,0.16,0.2,0,0,0.0,0.0,0.0
968,牛肉干（沙爹牌）,82,82311,100,16.8,327,1386,40.1,32.2,33.6,0.0,0,5.9,0.0,0.07,0.13,0.0,0.0,0.0,6.4,0.0,0.0,29,188.0,265,1402.5,43,7.3,5.81,3.92,1.44,1.34,0,0,0.0,0.0,0.0
969,羊肉（代表值）,83,83101,100,72.5,139,581,18.5,6.5,1.6,0.0,82,1.0,8.0,0.07,0.16,0.0,0.0,0.0,0.0,0.0,0.48,16,161.0,300,89.9,23,3.9,3.52,5.95,0.13,0.06,0,0,8.0,4.5,0.48
970,羊肉（冻）,83,83102,100,58.4,285,1182,12.6,24.4,3.8,0.0,77,0.8,0.0,0.02,0.12,0.0,0.0,0.0,0.0,0.0,0.0,17,143.0,587,122.2,37,5.2,7.67,3.15,0.17,0.12,0,0,0.0,4.4,0.0
971,羊肉（后腿）,83,83103,77,75.8,110,462,19.5,3.4,0.3,0.0,83,1.0,8.0,0.05,0.19,0.0,0.0,0.0,0.0,0.0,0.34,6,182.0,143,60.0,20,2.7,2.18,4.49,0.16,0.08,0,0,8.0,6.0,0.34
972,羊肉（颈）,83,83104,74,71.0,135,570,21.3,4.6,2.2,0.0,85,0.9,6.0,0.06,0.21,0.0,0.0,0.0,0.0,0.0,0.43,8,157.0,208,75.2,18,2.9,2.58,4.69,0.16,0.1,0,0,6.0,4.0,0.43
973,羊肉（里脊）,83,83105,100,75.4,103,435,20.5,1.6,1.6,0.0,107,0.9,5.0,0.06,0.2,0.0,0.0,0.0,0.0,0.0,0.52,8,184.0,161,74.4,22,2.8,1.98,5.53,0.15,0.05,0,0,5.0,5.8,0.52
974,羊肉（前腿）,83,83106,71,75.7,110,462,18.6,3.2,1.6,0.0,86,0.9,10.0,0.07,0.21,0.0,0.0,0.0,0.0,0.0,0.5,7,181.0,108,74.4,18,2.4,2.21,5.38,0.15,0.06,0,0,10.0,5.0,0.5
975,羊肉（青羊）,83,83107,100,75.3,99,420,21.3,1.1,1.0,0.0,53,1.3,0.0,0.08,0.14,0.0,0.0,0.0,0.0,0.0,0.0,9,101.0,151,41.7,9,4.5,0.94,3.81,0.16,0.05,0,0,0.0,5.6,0.0
976,羊肉（瘦）,83,83108,90,74.2,118,496,20.5,3.9,0.2,0.0,60,1.2,11.0,0.15,0.16,0.0,0.0,0.0,0.0,0.0,0.31,9,196.0,403,69.4,22,3.9,6.06,7.18,0.12,0.03,0,0,11.0,5.2,0.0
977,羊肉（胸脯）,83,83109,81,73.6,133,559,19.4,6.2,0.0,0.0,89,0.9,11.0,0.04,0.18,0.0,0.0,0.0,0.0,0.0,0.45,7,150.0,170,86.6,17,3.0,2.2,6.74,0.14,0.09,0,0,11.0,4.4,0.45
978,山羊肉（冻）,83,83110,100,56.4,293,1214,8.7,24.5,9.4,0.0,81,1.0,8.0,0.06,0.12,0.0,0.0,0.0,0.0,0.0,0.0,135,151.0,744,160.6,50,13.7,10.42,8.2,0.21,0.06,0,0,8.0,4.7,0.0
979,羊蹄筋（生）,83,83111,100,62.8,159,672,34.3,2.4,0.0,0.0,58,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,16,39.0,74,149.7,5,3.1,1.64,3.56,0.1,0.12,0,0,0.0,1.2,0.0
980,羊蹄筋（泡发）,83,83112,100,89.5,41,175,8.4,0.0,1.9,0.0,28,0.2,4.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.44,14,5.0,1,48.8,6,2.5,0.69,0.99,0.04,0.08,0,0,4.0,0.0,0.44
981,羊肉（上脑）,83,83113,100,78.0,94,397,19.0,2.0,0.0,0.0,86,1.0,3.0,0.06,0.14,0.0,0.0,0.0,3.3,0.0,0.44,3,164.0,359,106.6,20,2.4,2.68,6.79,0.07,0.02,0,0,3.0,0.0,0.44
982,羊肉（腰窝）,83,83114,100,73.5,135,566,18.9,6.6,0.0,0.0,86,1.0,6.0,0.02,0.14,0.0,0.0,0.0,2.17,0.0,0.46,3,158.0,372,109.2,26,1.8,2.88,6.25,0.08,0.01,0,0,6.0,0.0,0.46
983,羊肉片,83,83117,100,74.9,118,495,18.0,4.0,2.4,0.0,86,0.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,12,145.0,108,92.0,9,2.3,2.14,6.18,0.12,0.08,0,0,16.0,0.0,0.0
984,羊大肠,83,83201,100,83.4,75,317,13.4,2.4,0.0,0.0,150,0.8,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,25,34.0,117,79.0,17,1.9,2.5,14.1,1.46,0.09,0,0,0.0,1.8,0.0
985,羊肚,83,83202,100,81.7,87,364,12.2,3.4,1.8,0.0,124,0.9,23.0,0.03,0.17,0.0,0.0,0.0,0.0,0.0,0.33,38,133.0,101,66.0,16,1.4,2.61,9.68,0.1,0.6,0,0,23.0,1.8,0.33
986,羊肺,83,83203,100,77.7,96,407,16.2,2.4,2.5,0.0,319,1.2,0.0,0.05,0.14,0.0,0.0,0.0,0.0,0.0,1.43,12,172.0,139,146.2,8,7.8,1.81,9.33,0.19,0.05,0,0,0.0,1.1,1.43
987,羊肝,83,83204,100,69.7,134,563,17.9,3.6,7.4,0.0,349,1.4,20972.0,0.21,1.75,0.0,0.0,0.0,0.0,0.0,29.93,8,299.0,241,123.0,14,7.5,3.45,17.68,4.51,0.26,0,0,20972.0,22.1,2.34
988,羊脑,83,83205,100,76.3,142,590,11.3,10.7,0.1,0.0,2004,1.6,0.0,0.17,0.27,0.0,0.0,0.0,0.0,0.0,0.0,61,356.0,146,151.8,15,0.0,1.24,38.12,0.0,0.0,0,0,0.0,3.5,0.0
989,羊舌,83,83206,100,60.9,225,937,19.4,14.2,4.8,0.0,148,0.7,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,3.0,0.0
990,羊肾,83,83207,95,78.2,96,403,16.6,2.8,1.0,0.0,289,1.4,126.0,0.35,2.01,0.0,0.0,0.0,0.0,0.0,0.13,8,233.0,115,193.3,18,5.8,2.74,58.9,0.32,0.1,0,0,126.0,8.4,0.13
991,羊心,83,83208,100,77.7,113,472,13.8,5.5,2.0,0.0,104,1.0,16.0,0.28,0.4,0.0,0.0,0.0,0.0,0.0,1.75,10,172.0,200,100.8,17,4.0,2.09,16.7,0.26,0.04,0,0,16.0,5.6,1.03
992,羊血,83,83209,100,85.0,57,240,6.8,0.2,6.9,0.0,92,1.1,0.0,0.04,0.09,0.0,0.0,0.0,0.0,0.0,0.0,22,7.0,6,443.4,2,18.3,0.67,15.68,0.02,0.01,0,0,0.0,0.2,0.0
993,腊羊肉,83,83301,100,47.8,246,1031,26.1,10.6,11.5,0.0,100,4.0,0.0,0.03,0.5,0.0,0.0,0.0,0.0,0.0,7.26,14,210.0,310,8991.6,29,6.6,9.95,44.62,0.14,0.11,0,0,0.0,3.4,0.0
994,羊肉（熟）,83,83302,100,61.7,217,905,23.2,13.8,0.0,0.0,88,1.7,18.0,0.01,0.2,0.0,0.0,0.0,0.0,0.0,0.33,13,136.0,239,408.0,18,1.9,2.14,8.12,0.09,0.05,0,0,18.0,3.7,0.33
995,羊肉串（电烤）,83,83303,100,52.8,234,980,26.4,11.6,6.0,0.0,93,3.2,42.0,0.03,0.32,0.0,0.0,0.0,0.0,0.0,1.8,52,230.0,430,796.3,54,6.7,4.94,6.73,0.16,0.3,0,0,42.0,5.8,1.18
996,羊肉串（烤）,83,83304,100,58.7,206,864,26.0,10.3,2.4,0.0,110,2.6,52.0,0.04,0.15,0.0,0.0,0.0,0.0,0.0,1.44,4,254.0,205,484.8,45,8.5,2.28,3.37,0.13,0.34,0,0,52.0,6.3,1.1
997,羊肉串（炸）,83,83305,100,57.4,217,907,18.3,11.5,10.0,0.0,109,2.8,40.0,0.04,0.41,0.0,0.0,0.0,0.0,0.0,6.56,38,194.0,297,580.8,29,4.2,3.84,6.53,0.12,0.2,0,0,40.0,4.7,0.74
998,羊肉干,83,83306,100,9.1,588,2440,28.2,46.7,13.7,0.0,166,2.3,0.0,0.14,0.26,0.0,0.0,0.0,0.0,0.0,0.0,77,546.0,520,184.0,101,10.1,6.19,10.4,0.23,0.29,0,0,0.0,10.6,0.0
999,羊肉手抓,83,83307,70,62.9,188,790,27.3,8.8,0.0,0.0,95,1.0,10.0,0.03,0.09,0.0,0.0,0.0,0.0,0.0,0.52,3,124.0,178,226.2,20,1.8,2.72,9.27,0.09,0.08,0,0,10.0,3.5,0.52
1000,山羊肉（酱）,83,83308,100,45.7,272,1138,25.4,13.7,11.8,0.0,92,3.4,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,1.28,43,169.0,134,937.8,38,4.1,3.79,3.2,0.09,0.23,0,0,0.0,8.3,0.93
1001,烧羊肉（五香）,83,83309,100,59.4,183,771,33.6,5.4,0.0,0.0,43,2.2,0.0,0.03,0.16,0.0,0.0,0.0,5.63,0.0,1.62,11,167.0,213,759.1,18,3.0,8.26,15.22,0.11,0.13,0,0,0.0,0.0,0.79
1002,羊肉串（生）,83,83310,100,74.5,118,494,13.0,4.8,5.6,0.0,24,2.1,146.0,0.07,0.17,0.0,0.0,0.0,3.32,0.0,0.61,17,222.0,278,616.2,17,2.5,2.26,2.08,0.1,0.41,0,0,146.0,0.0,0.3
1003,驴肉（瘦）,84,84101,100,73.8,116,491,21.5,3.2,0.4,0.0,74,1.1,72.0,0.03,0.16,0.0,0.0,0.0,0.0,0.0,2.76,2,178.0,325,46.9,7,4.3,4.26,6.1,0.23,0.0,0,0,72.0,2.5,0.0
1004,驴鞭,84,84201,100,60.4,143,608,29.7,0.8,4.3,0.0,186,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,51,48.0,152,698.1,184,6.8,5.28,15.09,0.11,0.16,0,0,0.0,0.0,0.0
1005,驴肉（酱）,84,84301,100,61.4,160,677,33.7,2.8,0.0,0.0,116,2.1,0.0,0.02,0.11,0.0,0.0,0.0,0.0,0.0,0.0,8,197.0,185,228.6,9,4.2,4.63,3.4,0.19,0.01,0,0,0.0,1.4,0.0
1006,驴肉（卤）,84,84302,100,63.1,151,631,27.7,1.9,5.8,0.0,95,1.5,70.0,0.01,0.27,0.0,0.0,0.0,0.0,0.0,1.26,6,179.0,219,307.0,31,5.4,2.78,1.11,0.17,0.04,0,0,70.0,5.3,0.98
1007,驴肉（煮）,84,84303,100,57.7,230,959,27.0,13.5,0.0,0.0,0,1.8,25.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.39,13,170.0,114,207.4,30,8.3,4.4,29.0,0.29,0.07,0,0,25.0,0.0,0.0
1008,驴肉（五香）,84,84304,100,64.9,167,701,28.2,6.0,0.0,0.0,49,3.0,7.9,0.01,0.16,0.0,0.0,0.0,2.93,0.0,0.83,5,317.0,201,877.2,18,5.8,7.8,3.8,0.2,0.13,0,0,7.9,0.0,0.62
1009,马肉,85,85101,100,74.1,122,514,20.1,4.6,0.1,0.0,84,1.1,28.0,0.06,0.25,0.0,0.0,0.0,0.0,0.0,1.42,5,367.0,526,115.8,41,5.1,12.26,3.73,0.15,0.03,0,0,28.0,2.2,0.0
1010,马心,85,85201,100,76.3,104,438,18.9,2.7,1.0,0.0,119,1.1,32.0,0.22,0.29,0.0,0.0,0.0,0.0,0.0,1.99,25,240.0,176,66.2,27,11.9,4.93,15.03,14.74,0.03,0,0,32.0,2.9,0.0
1011,马肉（卤）,85,85301,100,61.9,170,717,30.5,4.8,1.2,0.0,102,1.6,17.0,0.01,0.27,0.0,0.0,0.0,0.0,0.0,0.24,4,193.0,171,236.9,22,5.7,2.65,2.65,0.17,0.04,0,0,17.0,6.1,0.1
1012,狗肉,89,89001,80,76.0,116,486,16.8,4.6,1.8,0.0,62,0.8,12.0,0.34,0.2,0.0,0.0,0.0,0.0,0.0,1.4,52,107.0,140,47.4,14,2.9,3.18,14.75,0.14,0.13,0,0,12.0,3.5,1.4
1013,骆驼蹄,89,89002,100,72.2,116,490,25.6,1.4,0.2,0.0,55,0.6,9.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,53.0,48,210.3,8,4.0,4.81,20.16,1.08,0.09,0,0,9.0,0.0,0.0
1014,骆驼掌,89,89003,100,21.9,310,1317,72.8,2.0,0.3,0.0,360,3.0,26.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152,23.0,69,170.6,59,0.3,2.81,0.0,2.61,0.59,0,0,26.0,0.0,0.0
1015,兔肉,89,89004,100,76.2,102,432,19.7,2.2,0.9,0.0,59,1.0,26.0,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.42,12,165.0,284,45.1,15,2.0,1.3,10.93,0.12,0.04,0,0,26.0,5.8,0.16
1016,兔肉（野）,89,89005,100,80.6,84,356,16.6,2.0,0.0,0.0,48,0.8,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,293.0,371,88.3,46,7.4,7.81,10.35,0.18,0.04,0,0,0.0,0.0,0.0
1017,鸡（代表值）,91,91101,63,70.5,145,608,20.3,6.7,0.9,0.0,106,1.1,92.0,0.06,0.07,0.0,0.0,0.0,7.54,0.0,1.34,13,166.0,249,62.8,22,1.8,1.46,11.92,0.09,0.05,0,0,92.0,5.6,1.34
1018,鸡（土鸡，家养）,91,91102,58,73.5,124,520,20.8,4.5,0.0,0.0,106,1.2,64.0,0.09,0.08,0.0,0.0,0.0,0.0,0.0,2.02,9,141.0,276,74.1,40,2.1,1.06,12.75,0.1,0.05,0,0,64.0,15.7,1.7
1019,母鸡（一年内）,91,91103,66,56.0,256,1065,20.3,16.8,5.8,0.0,166,1.1,139.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,1.34,2,120.0,275,62.2,16,1.2,1.46,0.0,0.09,0.04,0,0,139.0,8.8,1.34
1020,肉鸡（肥）,91,91104,74,46.1,389,1609,16.7,35.4,0.9,0.0,106,0.9,226.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,0.0,37,102.0,123,47.8,7,1.7,1.1,5.4,0.08,0.01,0,0,226.0,13.1,0.0
1021,华青鸡,91,91105,70,70.7,158,659,19.6,8.8,0.0,0.0,74,0.9,109.0,0.06,0.05,0.0,0.0,0.0,0.0,0.0,0.74,1,166.0,184,62.8,22,1.8,2.46,13.43,0.09,0.0,0,0,109.0,6.4,0.22
1022,沙鸡,91,91106,41,70.5,147,615,20.0,6.7,1.6,0.0,106,1.2,1.0,0.36,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0,522.0,249,81.9,51,24.8,10.6,36.3,0.0,0.13,0,0,1.0,5.4,0.0
1023,乌骨鸡,91,91107,48,73.9,111,469,22.3,2.3,0.3,0.0,106,1.2,0.0,0.02,0.2,0.0,0.0,0.0,0.0,0.0,1.77,17,210.0,323,64.0,51,2.3,1.6,7.73,0.26,0.05,0,0,0.0,7.1,0.0
1024,鸡爪,91,91111,60,56.4,254,1059,23.9,16.4,2.7,0.0,103,0.6,37.0,0.01,0.13,0.0,0.0,0.0,0.0,0.0,0.32,36,76.0,108,169.0,7,1.4,0.9,9.95,0.05,0.03,0,0,37.0,2.4,0.25
1025,鸡胸脯肉,91,91112,100,72.0,118,499,19.4,5.0,2.5,0.0,82,1.1,16.0,0.07,0.13,0.0,0.0,0.0,0.0,0.0,0.22,3,214.0,338,34.4,28,0.6,0.51,10.5,0.06,0.01,0,0,16.0,10.8,0.0
1026,鸡腿,91,91113,69,65.4,146,610,17.4,11.8,4.6,0.0,113,0.8,68.0,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.25,8,161.0,205,50.8,17,1.3,1.12,10.98,0.05,0.03,0,0,68.0,5.3,0.25
1027,鸡翅,91,91114,69,70.2,202,842,16.0,13.0,0.0,0.0,162,0.8,44.0,0.02,0.14,0.0,0.0,0.0,0.0,0.0,0.03,6,172.0,242,64.4,34,1.5,1.12,12.4,0.09,0.03,0,0,44.0,6.0,0.0
1028,鸡块（带浆粉）,91,91115,100,58.2,206,864,12.2,9.1,18.8,0.0,22,1.7,0.0,0.05,0.05,0.0,0.0,0.0,7.1,0.0,1.77,17,210.0,323,64.0,51,2.3,1.6,7.73,0.26,0.05,0,0,0.0,0.0,1.77
